Name,PClass,Age,Sex,Survived,Family,Title
"Gustafsson, Mr Karl Gideon",3,2,0,0,1,2
"Haas, Miss Aloisia",3,2,1,0,0,2
"Hagardon, Miss Kate",3,2,1,0,0,2
"Hagland, Mr Ingvald Olsen",3,2,0,0,1,2
"Hagland, Mr Konrad Mathias Reiersen",3,2,0,0,1,2
"Hakkarainen, Mr Pekko Pietari",3,2,0,0,1,2
"Hakkarainen, Mrs Pekko Pietari",3,2,1,1,1,2
"Hampe, Mr Leon",3,2,0,0,0,2
"Hansen, Mr Claus Peter",3,3,0,0,1,2
"Hansen, Mrs Claus Peter",3,3,1,1,1,2
"Hansen, Mr Henrik Juul",3,2,0,0,1,2
"Hansen, Mr Henry Damsgaard",3,2,0,0,1,2
"Harknett, Miss Alice",3,2,1,0,0,2
"Harmer, Mr Abraham",3,2,0,0,0,2
"Hart, Mr Henry",3,2,0,0,0,2
"Hassan, Mr M Houssein",3,2,0,0,0,2
"Healy, Miss Nora",3,2,1,0,0,2
"Hedman, Mr Oscar",3,2,0,1,0,2
"Hee, Mr Ling",3,2,0,0,0,2
"Hegarty, Miss Nora",3,2,1,0,0,2
"Heikkinen, Miss Laina",3,2,1,1,0,2
"Heininen, Miss Wendla Maria",3,2,1,0,0,2
"Hellstrom, Hilda Maria",3,2,1,1,0,3
"Hemming, Miss Nora",3,2,1,0,0,2
"Hendekovic, Mr Ignaz",3,2,0,0,0,2
"Henery, Delia",3,2,1,0,0,3
"Henriksson, Jenny Lovisa",3,2,1,0,0,3
"Hirvonen, Mrs Alexander",3,2,1,1,1,2
"Hirvonen, Miss Hildur E",3,1,1,0,1,2
"Holm, Mr John Frederik Alexander",3,3,0,0,0,2
"Holthen, Mr Johan Martin",3,2,0,0,0,2
"Honkanen, Miss Eluna",3,2,1,1,0,2
"Horgan, Mr John",3,2,0,0,0,2
"Howard, Miss May",3,2,1,1,0,2
"Humblin, Mr Adolf Mathias Nicolai Olsen",3,3,0,0,0,2
"Hyman, Mr Abraham",3,2,0,1,0,2
"Ilieff, Mr Ylio",3,2,0,0,0,2
"Ilmakangas, Miss Ida Livija",3,2,1,0,1,2
"Ilmakangas, Miss Pieta Sofia",3,2,1,0,1,2
"Ivanoff, Mr Konio",3,2,0,0,0,2
"Jansen, Mr Carl Olof",3,2,0,1,0,2
"Jardin, Mr Jose Netto",3,2,0,0,0,2
"Jensen, Miss Carla Christine",3,2,1,1,1,2
"Jensen, Mr Hans Peder",3,2,0,0,1,2
"Jensen, Mr Niels Peder",3,3,0,0,1,2
"Jensen, Mr Svend Lauritz",3,2,0,0,1,2
"Jermyn, Miss Annie",3,2,1,1,0,2
"Johannesen-Bratthammer, Mr Bernt",3,2,0,0,0,2
"Johanson, Mr Jakob Alfred",3,3,0,0,0,2
"Johansson, Mr Erik",3,2,0,0,1,2
"Johansson, Mr Gustaff Joel",3,3,0,0,1,2
"Johansson, Mr Karl Johan",3,3,0,1,1,2
"Johansson, Mr Nils",3,2,0,0,1,2
"Johansson, Oscar L",3,2,0,1,1,3
"Johnson, Mr Alfred",3,3,0,0,1,2
"Johnson, Miss Eleanor Ileen",3,1,1,1,1,2
"Johnson, Mr Malkolm Joackim",3,3,0,0,1,2
"Johnson, Master Harold Theodor",3,1,0,1,1,2
"Johnson, Mrs Oscar W",3,2,1,0,1,2
"Johnson, Mr William Cahoone Jr",3,2,0,0,1,2
"Johnston, Mr Andrew G",3,2,0,0,1,2
"Johnston, Mrs Andrew G",3,2,1,0,1,2
"Johnston, Miss Catherine H",3,2,1,0,1,2
"Johnston, Master William A",3,1,0,0,1,2
"Jonkoff, Mr Lazor",3,2,0,0,0,2
"Jonsson, Mr Carl",3,3,0,1,1,2
"Jonsson, Nils Hilding",3,2,0,0,1,3
"Jussila, Miss Aina Maria",3,2,1,0,1,2
"Jussila, Mr Erik",3,3,0,1,1,2
"Jussila, Miss Katriina",3,2,1,0,1,2
"Kallio, Mr Nikolai Erland",3,2,0,0,0,2
"Kalvig, Mr Johannes K Halverson",3,2,0,0,0,2
"Karajic, Mr Milan",3,2,0,0,0,2
"Karlsson, Mr Einar Gervasius",3,2,0,1,1,2
"Karlsson, Mr Julius Konrad Eugen",3,2,0,0,1,2
"Karlsson, Mr Nils August",3,2,0,0,1,2
"Karun, Miss Anna Mary",3,1,1,1,1,2
"Karun, Mr Franz",3,3,0,0,1,2
"Kassem, Mr Fared",3,2,0,0,0,2
"Keane, Mr Andrew",3,2,0,0,0,2
"Keefe, Mr Arthur",3,2,0,0,0,2
"Kekic, Mr Tido",3,2,0,0,0,2
"Kelly, Miss Anna Kate",3,2,1,1,1,2
"Kelly, Mr James",3,3,0,0,1,2
"Kelly, Mr James",3,3,0,0,1,2
"Kelly, Miss Mary",3,2,1,1,1,2
"Kennedy, Mr John",3,2,0,0,0,2
"Khalil, Mr Betros",3,2,0,0,1,2
"Khalil, Mrs Betros",3,2,1,0,1,2
"Khalil, Mr Saad",3,2,0,0,1,2
"Kiernan, Mr John",3,2,0,0,1,2
"Kiernan, Mr Philip",3,2,0,0,1,2
"Kilgannon, Mr Thomas",3,2,0,0,0,2
"Kink, Mr Anton",3,3,0,1,1,2
"Kink, Mrs Anton (Louise Heilmann)",3,2,1,0,1,2
"Kink, Miss Louise Gretchen",3,1,1,1,1,2
"Kink, Miss Maria",3,2,1,0,1,2
"Kink, Mr Vincenz",3,2,0,0,1,2
"Klasen, Miss Gertrud Emilia",3,1,1,0,1,2
"Klasen, Mrs Hulda Kristina",3,3,1,0,1,2
"Klasen, Mr Klas Albin",3,2,0,0,1,2
"Kraeff, Mr Theodor",3,2,0,0,0,2
"Krekorian, Mr Neshan",3,2,0,1,0,2
"Lahowd, Mr Sarkis",3,2,0,0,0,2
"Laitinen, Miss Kritina Sofia",3,3,1,0,0,2
"Laleff, Mr Kristo",3,2,0,0,0,2
"Lam, Mr Ali",3,2,0,1,1,2
"Lam, Mr Len",3,2,0,0,1,2
"Landegren, Miss Aurora Adelia",3,2,1,1,0,2
"Lane, Mr Patrick",3,2,0,0,0,2
"Lang, Mr Fang",3,2,0,1,0,2
"Larsson, Mr August Viktor",3,2,0,0,1,2
"Larsson, Mr Bengt Edvin",3,2,0,0,1,2
"Larsson-Rondberg, Mr Edvard",3,2,0,0,0,2
"Leeni, Mr Fahim",3,2,0,1,0,2
"Lefebre, Mrs Frank",3,2,1,0,1,2
"Lefebre, Master Henry",3,1,0,0,1,2
"Lefebre, Miss Ida",3,2,1,0,1,2
"Lefebre, Miss Jeannie",3,2,1,0,1,2
"Lefebre, Miss Mathilde",3,2,1,0,1,2
"Leinonen, Mr Antti Gustaf",3,3,0,0,0,2
"Lemberopolous, Mr Peter L",3,2,0,0,0,2
"Lemom, Mr Denis",3,2,0,0,0,2
"Lemon, Miss Mary",3,2,1,0,0,2
"Leonard, Mr Lionel",3,3,0,0,0,2
"Lester, Mr James",3,3,0,0,0,2
"Lindahl, Miss Agda V",3,2,1,0,0,2
"Lindblom, Miss Augusta Charlotta",3,3,1,0,0,2
"Lindell, Mr Edvard Bengtsson",3,3,0,0,1,2
"Lindell, Mrs Edvard Bengtsson",3,2,1,0,1,2
"Lindqvist, Eino William",3,2,0,1,0,3
"Linehan, Mr Michael",3,2,0,0,0,2
"Ling, Mr Lee",3,2,0,0,0,2
"Lithman, Mr Simon",3,2,0,0,0,2
"Lobb, Mr William Arthur",3,2,0,0,1,2
"Lobb, Mrs William Arthur",3,2,1,0,1,2
"Lockyer, Mr Edward",3,2,0,0,0,2
"Lovell, Mr John",3,2,0,0,0,2
"Lulich, Mr Nicola",3,2,0,1,0,2
"Lundahl, Mr Johan",3,2,0,0,0,2
"Lundin, Miss Olga Elida",3,2,1,1,0,2
"Lundstrom, Mr Thure Edvin",3,2,0,0,0,2
"Lyntakoff, Mr Stanko",3,2,0,0,0,2
"MacKay, Mr George William",3,2,0,0,0,2
"Madigan, Miss Margaret",3,2,1,1,0,2
"Madsen, Mr Frithiof",3,2,0,0,0,2
"Maenpaa, Mr Matti Alexanteri",3,2,0,0,0,2
"Mahon, Miss Delia",3,2,1,0,0,2
"Maisner, Mr Simon",3,2,0,0,0,2
"Makinen, Mr Kalle Edvard",3,2,0,0,0,2
"Mamee, Mr Hanna",3,2,0,1,0,2
"Mangan, Miss Mary",3,2,1,0,0,2
"Mannion, Miss Margareth",3,2,1,1,0,2
"Mansour, Mr Hanna",3,2,0,0,0,2
"Mardirosian, Mr Sarkis",3,2,0,0,0,2
"Marinko, Mr Dmitri",3,2,0,0,0,2
"Markim, Mr Johann",3,2,0,0,0,2
"Markoff, Mr Marin",3,2,0,0,0,2
"Masselmany, Mrs Fatima",3,2,1,1,0,2
"Matinoff, Mr Nicola",3,2,0,0,0,2
"McCarthy, Miss Katie",3,2,1,1,0,2
"McCormack, Mr Thomas J",3,2,0,0,0,2
"McCoy, Miss Agnes",3,2,1,0,1,2
"McCoy, Miss Alice",3,2,1,0,1,2
"McCoy, Mr Bernard",3,2,0,0,1,2
"McDermott, Miss Delia",3,2,1,0,0,2
"McElroy, Mr Michael",3,2,0,0,0,2
"McGovern, Mrs Hugh",3,2,1,1,0,2
"McGowan, Miss Anna",3,2,1,0,1,2
"McGowan, Miss Katherine",3,2,1,0,1,2
"McMahon, Mr Martin",3,2,0,0,0,2
"McNamee, Mr Neal",3,2,0,0,1,2
"McNamee, Mrs Neal",3,2,1,0,1,2
"Meanwell, Miss Marion Ogden",3,2,1,0,0,2
"Mechen, Mr John",3,2,0,0,0,2
"Meek, Mrs Thomas",3,2,1,0,0,2
"Melkebuk, Mrs Philemon",3,2,1,0,0,2
"Meo, Mr Alfonso",3,2,0,0,0,2
"Midtsjo, Mr Karl Albert",3,2,0,1,0,2
"Mihoff, Mr Stoytcho",3,2,0,0,0,2
"Miles, Mr Frank",3,2,0,0,0,2
"Mineff, Mr Ivan",3,2,0,0,0,2
"Minkoff, Mr Lazar",3,2,0,0,0,2
"Mirko, Mr Dika",3,2,0,0,0,2
"Mitkoff, Mr Mito",3,2,0,0,0,2
"Mocklare, Miss Helen Mary",3,2,1,1,0,2
"Moen, Mr Sigurd H",3,2,0,0,0,2
"Moor, Mrs Beila",3,2,1,1,1,2
"Moor, Master Meier",3,1,0,0,1,2
"Moore, Mr Leonard Charles",3,2,0,0,0,2
"Moran, Miss Bertha",3,2,1,1,1,2
"Moran, Mr Daniel J",3,2,0,0,1,2
"Moran, Mr James",3,2,0,0,1,2
"Morley, Mr Henry Samuel",3,2,0,0,0,2
"Morrow, Mr Thomas Rowan",3,2,0,0,0,2
"Moubarek (Borak), Mr Hanna (John)",3,2,0,1,0,2
"Moubarek, Mrs George",3,2,1,0,1,2
"Moubarek, Master George",3,1,0,0,1,2
"Moubarek, Master William George",3,1,0,0,1,2
"Moss, Albert Johan",3,2,0,0,0,3
"Moussa, Mrs Mantoura Baloics",3,2,1,0,0,2
"Moutal, Mr Rahamin",3,2,0,0,0,2
"Mullins, Miss Katie",3,2,1,1,0,2
"Mulvihill, Miss Bertha E",3,2,1,0,0,2
"Murdlin, Mr Joseph",3,2,0,0,0,2
"Murphy, Miss Katherine",3,2,1,0,1,2
"Murphy, Miss Margaret",3,2,1,0,1,2
"Murphy, Miss Nora",3,2,1,0,1,2
"Myhrman, Mr Pehr Fabian Oliver Malkolm",3,2,0,0,0,2
"Nackid, Miss Maria",3,2,1,1,1,2
"Nackid, Mr Said",3,2,0,0,1,2
"Nackid, Mrs Said",3,2,1,0,1,2
"Nahill, Mr Toufik",3,2,0,0,0,2
"Naidenoff, Mr Penko",3,2,0,0,0,2
"Nancarrow, W H",3,2,0,0,1,3
"Niklasen, Sander",3,2,0,0,0,3
"Nosworthy, Richard C",3,2,0,0,1,3
"Najib, Miss Adele Kiamie",3,2,1,1,0,2
"Nancarrow, Mr William Henry",3,2,0,0,1,2
"Nankoff, Mr Minko",3,2,0,0,0,2
"Nasr, Mr Mustafa",3,2,0,0,0,2
"Nassr, Mr Saade Jean",3,2,0,0,0,2
"Naughton, Miss Hannah",3,2,1,0,0,2
"Nemaugh, Mr Robert",3,2,0,0,0,2
"Nenkoff, Mr Christo",3,2,0,0,0,2
"Nicola-Yarred, Miss Jamila",3,2,1,1,1,2
"Nicola-Yarred, Master Elias",3,1,0,0,1,2
"Nieminen, Miss Manta Josefina",3,2,1,0,0,2
"Niklasson, Mr Samuel",3,2,0,0,0,2
"Nilsson, Mr August Ferdinand",3,2,0,0,1,2
"Nilsson, Miss Berta Olivia",3,2,1,1,1,2
"Nilsson, Miss Helmina Josefina",3,2,1,0,1,2
"Niskanen, Mr Johan",3,2,0,0,0,2
"Nosworthy, Mr Richard Cater",3,2,0,0,1,2
"Novel, Mansouer",3,2,0,1,0,3
"Nysten, Miss Anna",3,2,1,0,0,2
"Nysveen, Mr Johan H",3,2,0,0,0,2
"O'Brien, Mr Denis",3,2,0,0,1,2
"O'Brien, Mr Thomas",3,2,0,0,1,2
"O'Brien, Mrs Thomas",3,2,1,1,1,2
"O'Connell, Mr Patrick D",3,2,0,0,0,2
"O'Connor, Mr Maurice",3,2,0,0,1,2
"O'Connor, Mr Patrick",3,2,0,0,1,2
"Odahl, Mr Nils Martin",3,2,0,1,0,2
"O'Dwyer, Miss Nellie",3,2,1,0,0,2
"Ohman, Miss Velin",3,2,1,0,0,2
"O'Keefe, Mr Patrick",3,2,0,0,0,2
"OLeary, Miss Norah",3,2,1,0,0,2
"Olsen, Master Arthur",3,1,0,0,1,2
"Olsen, Mr Charlie (Carl)",3,2,0,0,1,2
"Olsen, Mr Henry Margido",3,2,0,0,1,2
"Olsen, Mr Ole M",3,2,0,0,1,2
"Olsson, Miss Elida",3,2,1,0,1,2
"Olsson, Mr Nils Johan",3,2,0,0,1,2
"Olsson, Mr Oscar Johansson",3,2,0,1,1,2
"O'Neill, Miss Bridget",3,2,1,0,0,2
"Oreskovic, Mr Jeko",3,2,0,0,1,2
"Oreskovic, Mr Luka",3,2,0,0,1,2
"Oreskovic, Mr Maria",3,2,0,0,1,2
"Osen, Mr Olof Elon",3,2,0,0,0,2
"Osman, Miss Maria",3,2,1,1,0,2
"O'Sullivan, Miss Bridget",3,2,1,0,0,2
"Panula, Mr Ernesti Arvid",3,2,0,0,1,2
"Panula, Mr Jaako Arnold",3,2,0,0,1,2
"Panula, Master Juha Niilo",3,1,0,0,1,2
"Panula, Mrs John",3,2,1,0,1,2
"Panula, Master Urho Abraham",3,1,0,0,1,2
"Panula, Master William",3,1,0,0,1,2
"Pasic, Mr Jakob",3,2,0,0,0,2
"Paulner, Mr Uscher",3,2,0,0,0,2
"Paulsson, Master Gosta Leonard",3,1,0,0,1,2
"Paulsson, Mrs Nils",3,2,1,0,1,2
"Paulsson, Master Paul Folke",3,1,0,0,1,2
"Paulsson, Miss Stina Viola",3,2,1,0,1,2
"Paulsson, Miss Torborg Danira",3,2,1,0,1,2
"Pavlovic, Mr Stefo",3,2,0,0,0,2
"Peacock, Master Alfred Edward",3,1,0,0,1,2
"Peacock, Mrs Benjamin",3,2,1,0,1,2
"Peacock, Miss Treasteall",3,2,1,0,1,2
"Pearce, Mr Ernest",3,2,0,0,0,2
"Pecruic, Mr Mate",3,2,0,0,1,2
"Pecruic, Mr Tome",3,2,0,0,1,2
"Pedersen, Mr Olaf",3,2,0,0,0,2
"Peduzzi, Mr Joseph",3,2,0,0,0,2
"Pekoniemi, Mr Edvard",3,2,0,1,0,2
"Peltomaki, Nikolai Johannes",3,2,0,0,0,3
"Perkin, Mr John Henry",3,2,0,0,0,2
"Persson, Mr Ernst Ulrik",3,2,0,1,0,2
"Peter (Joseph), Miss Mary",3,2,1,0,1,2
"Peter (Joseph), Mrs Catherine",3,2,1,0,1,2
"Peter (Joseph), Master Michael J",3,1,0,0,1,2
"Peters, Miss Katie",3,2,1,0,0,2
"Petersen, Mr Marius",3,2,0,0,0,2
"Petranec, Miss Matilda",3,2,1,0,0,2
"Petroff, Mr Nedeca",3,2,0,0,1,2
"Petroff, Mr Pentcho",3,2,0,0,1,2
"Pettersson, Miss Ellen Natalia",3,2,1,0,0,2
"Peterson, Mr Johan Emil",3,2,0,0,0,2
"Pickard (Trembisky), Mr Berk",3,2,0,1,0,2
"Plotcharsky, Mr Vasil",3,2,0,0,0,2
"Potchett, Mr George",3,2,0,0,0,2
"Radeff, Mr Alexander",3,2,0,0,0,2
"Raibid, Mr Razi",3,2,0,0,0,2
"Reed, Mr James George",3,2,0,0,0,2
"Reynolds, Mr Harold",3,2,0,0,0,2
"Rice, Master Albert",3,1,0,0,1,2
"Rice, Master Arthur",3,1,0,0,1,2
"Rice, Master George",3,1,0,0,1,2
"Rice, Master Eric",3,1,0,0,1,2
"Rice, Master Eugene",3,1,0,0,1,2
"Rice, Mrs William",3,2,1,0,1,2
"Riihiivouri, Miss Sanni",3,2,1,0,0,2
"Rintamaki, Mr Matti",3,2,0,0,0,2
"Riordan, Miss Hannah",3,2,1,1,0,2
"Risien, Mr Samuel",3,2,0,0,1,2
"Risien, Mrs Samuel",3,2,1,0,1,2
"Robins, Mr Alexander A",3,2,0,0,1,2
"Robins, Mrs Alexander A",3,2,1,0,1,2
"Rommetvedt, Mr Karl Kristian Knut",3,2,0,0,0,2
"Rogers, Mr William John",3,2,0,0,0,2
"Rosblom, Mrs Viktor",3,2,1,0,1,2
"Rosblom, Miss Salli Helena",3,2,1,0,1,2
"Rosblom, Mr Viktor Rickard",3,2,0,0,1,2
"Roth, Miss Sarah",3,2,1,1,0,2
"Rouse, Mr Richard Henry",3,2,0,0,0,2
"Rush, Mr Alfred George John",3,2,0,0,0,2
"Ryan, Mr Edward Ryan",3,2,0,1,1,2
"Ryan, Mr Patrick",3,2,0,0,1,2
"Saad, Mr Amin",3,2,0,0,1,2
"Saad, Khalil",3,2,0,1,1,3
"Sadlier, Mr Matthew",3,2,0,0,0,2
"Sadowitz, Mr Harry",3,2,0,0,0,2
"Sage, Miss Ada",3,2,1,0,1,2
"Sage, Mr Douglas",3,2,0,0,1,2
"Sage, Mr Frederick",3,2,0,0,1,2
"Sage, Mr George",3,2,0,0,1,2
"Sage, Mr John",3,2,0,0,1,2
"Sage, Mrs John",3,2,1,0,1,2
"Sage, Miss Stella",3,2,1,0,1,2
"Sage, Thomas (child)",3,2,0,0,1,3
"Sage, Master William",3,1,0,0,1,2
"Salander, Mr Karl Johan",3,2,0,0,0,2
"Salkjelsvik, Miss Anna",3,2,1,1,0,2
"Salonen, Mr Johan Werner",3,2,0,0,0,2
"Samaan, Mr Elias",3,2,0,0,1,2
"Samaan, Mr Hanna",3,2,0,0,1,2
"Samaan, Mr Youssef",3,2,0,0,1,2
"Sandstrom, Miss Hjalmar",3,2,1,1,1,2
"Sandstrom, Miss Beatrice Irene",3,1,1,0,1,2
"Sandstrom, Miss Marguerite Rut",3,2,1,0,1,2
"Sather, Simon Sivertsen",3,2,0,0,0,3
"Saundercock, William Henry",3,2,0,0,0,3
"Sawyer, Mr Frederick",3,2,0,0,0,2
"Scanlan, Mr James",3,2,0,0,0,2
"Sdycoff, Mr Todor",3,2,0,0,0,2
Seman Master Betros,3,1,0,0,0,2
"Serota, Mr Maurice",3,2,0,0,0,2
"Shaughnesay, Mr Patrick",3,2,0,0,0,2
"Shedid (Sitik), Mr Daher (Docart)",3,2,0,0,0,2
"Sheerlinck, Mr Jean",3,2,0,1,0,2
"Shellard, Mr Frederick B",3,2,0,0,0,2
"Shine, Miss Ellen",3,2,1,1,0,2
"Shorney, Mr Charles",3,2,0,0,0,2
"Simmons, Mr John",3,2,0,0,0,2
"Sirayanian, Mr Arsun",3,2,0,0,0,1
"Sivic, Mr Husen",3,2,0,0,0,2
"Sivola, Mr Antti",3,2,0,0,0,2
"Sjoblom, Miss Anna Sofia",3,2,1,1,0,2
"Sholt, Mr Peter Andreas Lauritz Andersen",3,2,0,0,0,2
"Skinner, Mr Henry John",3,2,0,0,0,2
"Skoog, Master Harald",3,1,0,0,1,2
"Skoog, Master Karl",3,1,0,0,1,2
"Skoog, Miss Mabel",3,2,1,0,1,2
"Skoog, Miss Margit",3,2,1,0,1,2
"Skoog, Mr William",3,2,0,0,1,2
"Skoog, Mrs William",3,2,1,0,1,2
"Slabenoff, Mr Petco",3,2,0,0,0,2
"Slocovski, Mr Selman",3,2,0,0,0,2
"Smiljanovic, Mr Mile",3,2,0,0,0,2
"Smyth, Miss Julia",3,2,1,1,0,2
"Solvang, Mrs Lena Jacobsen",3,2,1,0,0,2
"Somerton, Mr Francis William",3,2,0,0,0,2
"Sop, Mr Jules",3,2,0,1,0,2
"Spector, Mr Woolf",3,2,0,0,0,2
"Staneff, Mr Ivan",3,2,0,0,0,2
"Stankovic, Mr Jovan",3,2,0,0,0,2
"Stanley, Miss Amy Zilla Elsie",3,2,1,1,1,2
"Stanley, Mr Edward Roland",3,2,0,0,1,2
"Storey, Mr Thomas",3,2,0,0,0,2
"Stoyehoff, Mr Ilia",3,2,0,0,0,2
"Strandberg, Miss Ida Sofia",3,2,1,0,0,2
"Stranden, Mr Juho",3,2,0,1,0,2
"Strilic, Mr Ivan",3,2,0,0,0,2
"Strom, Mrs Wilhelm",3,2,1,0,1,2
"Strom, Miss Telma (Selma) Matilda",3,2,1,0,1,2
"Sunderland, Mr Victor Francis",3,2,0,1,0,2
"Sundman, Mr Johan Julian",3,2,0,0,0,2
"Sutehall, Mr Henry, Jr",3,2,0,0,0,2
"Svensson, Mr Johan",3,2,0,0,1,2
"Svensson, Mr Johan Cervin",3,2,0,1,1,2
"Svensson, Mr Olof",3,2,0,0,1,2
"Tannous, Mr Thomas",3,2,0,0,0,2
"Tenglin, Mr Gunnar Isidor",3,2,0,1,0,2
"Theobald, Mr Thomas Leonard",3,2,0,0,0,2
"Thomas, Mr Charles",3,2,0,0,1,2
"Thomas, Mr John, Jr",3,2,0,0,1,2
"Thomas, Mr John (? 1st/2nd class)",3,2,0,0,1,2
"Thomson, Mr Alexander",3,2,0,0,0,2
"Thorneycroft, Mr Percival",3,2,0,0,1,2
"Thorneycroft, Mrs Percival",3,2,1,1,1,2
"Tikkanen, Mr Juho",3,2,0,0,0,2
"Tobin, Mr Roger",3,2,0,0,0,2
"Todoroff, Mr Lalio",3,2,0,0,0,2
"Toerber, Mr Ernest William",3,2,0,0,0,2
"Tomlin, Mr Ernest Portage",3,2,0,0,0,2
"Torfa, Mr Assad",3,2,0,0,0,2
"Tornquist, Mr William Henry",3,2,0,1,0,2
"Touma (Thomas), Mrs Darwin",3,2,1,0,1,2
"Touma (Thomas), Master George",3,1,0,0,1,2
"Touma (Thomas), Miss Hannah",3,2,1,0,1,2
"Turcin, Mr Stefan",3,2,0,0,0,2
"Turja, Miss Anna Sofia",3,2,1,1,0,2
"Turkula, Mrs Hedvig",3,4,1,1,0,2
"Uzelas, Mr Joso",3,2,0,0,0,2
"Van Billiard, Mr Austin Blyler",3,2,0,0,1,2
"Van Billiard, Master James William",3,1,0,0,1,2
"Van Billiard, Master Walter John",3,1,0,0,1,2
"Van der Planke, Miss Augusta",3,2,1,0,1,2
"Van der Planke, Mr Jules",3,3,0,0,1,2
"Van der Planke, Mrs Jules",3,3,1,0,1,2
"Van der Planke, Mr Leon",3,1,0,0,1,2
"Van der Steen, Mr Leo Peter",3,2,0,0,0,2
"Van de Velde, Mr John Joseph",3,3,0,0,0,2
"Vandewalle, Mr Nestor Cyriel",3,2,0,0,0,2
"Van Impe, Miss Catharine",3,1,1,0,1,2
"Van Impe, Mr Jean Baptiste",3,3,0,0,1,2
"Van Impe, Mrs Jean Baptiste",3,2,1,0,1,2
"Vartunian, Mr David",3,2,0,1,0,2
"Vassilios, Mr Catavelas",3,2,0,0,0,2
"Vendel, Mr Olof Wdvin",3,2,0,0,0,2
"Vereruysse, Mr Victor",3,3,0,0,0,2
"Vestrom, Miss Hulda Amanda Adolfina",3,1,1,0,0,2
"Vonk, Mr Jenko",3,2,0,0,0,2
"Ware, Mr Frederick",3,2,0,0,0,2
"Warren, Mr Charles William",3,2,0,0,0,2
"Wazli, Mr Yousif",3,2,0,0,0,2
"Webber, Mr James",3,2,0,0,0,2
"Wennerstrom, Mr August Edvard",3,2,0,1,0,2
"Wenzel, Mr Linhart",3,2,0,0,0,2
"Widegren, Mr Charles Peter",3,3,0,0,0,2
"Wiklund, Mr Jacob Alfred",3,2,0,0,0,2
"Wilkes, Mrs Ellen",3,3,1,1,0,2
"Willer, Mr Aaron",3,2,0,0,0,2
"Willey, Mr Edward",3,2,0,0,0,2
"Williams, Mr Howard Hugh",3,2,0,0,1,2
"Williams, Mr Leslie",3,2,0,0,1,2
"Windelov, Mr Einar",3,2,0,0,0,2
"Wirz, Mr Albert",3,2,0,0,0,2
"Wiseman, Mr Phillippe",3,2,0,0,0,2
"Wittevrongel, Mr Camiel",3,3,0,0,0,2
"Youssef, Mr Gerios",3,2,0,0,0,2
"Yalsevac, Mr Ivan",3,2,0,1,0,2
"Yasbeck, Mr Antoni",3,2,0,0,1,2
"Yasbeck, Mrs Antoni",3,1,1,1,1,2
"Zabour, Miss Hileni",3,2,1,0,1,2
"Zabour, Miss Tamini",3,2,1,0,1,2
"Zenni, Mr Philip",3,2,0,0,0,2
"Lievens, Mr Rene",3,2,0,0,0,2
"Zimmerman, Leo",3,2,0,0,0,3
